Delta_passing_attempts	Delta_passing_completions	Delta_passing_yards	Delta_passing_rating	Delta_passing_touchdowns	Delta_passing_interceptions	Delta_passing_sacks	Delta_passing_sacks_yards_lost	Delta_rushing_attempts	Delta_rushing_yards	Delta_rushing_touchdowns	Delta_receiving_targets	Delta_receiving_receptions	Delta_receiving_yards	Delta_receiving_touchdowns	Delta_kick_return_attempts	Delta_kick_return_yards	Delta_kick_return_touchdowns	Delta_punt_return_attempts	Delta_punt_return_yards	Delta_punt_return_touchdowns	Delta_defense_sacks	Delta_defense_tackles	Delta_defense_tackle_assists	Delta_defense_interceptions	Delta_defense_interception_yards	Delta_defense_interception_touchdowns	Delta_defense_safeties	Delta_point_after_attemps	Delta_point_after_makes	Delta_field_goal_attempts	Delta_field_goal_makes	Delta_punting_attempts	Delta_punting_yards	Delta_punting_blocked	Delta_Score
8	4.6	47.2	13.62	0.8	0.6	0	0	-6.2	-28	-0.6	0	8	47.2	0.8	-0.4	-18	0	1.6	14.2	0	0	0	0	-0.6	-5.4	0	0	0	0	-0.4	0	-0.4	-4.8	0	0
6.4	4	6.8	-5.84	1	0.4	0	0	-5.4	-19.6	-0.8	0	6.4	6.8	1	-1	-27.8	0	1	21	0	0	0	0	-0.4	-1.2	0	0	0.2	0.2	-0.8	0	0	16	0	1
4.8	4.8	12.6	-5.36	0.8	1.2	0	0	-3.6	2.2	-0.6	0	4.8	12.6	0.8	-1.4	-38.6	0	0.8	18.8	0	0	0	0	-1.2	-13.8	0	0	0.2	0.2	-1.4	0	0.4	26.6	0	3
5.2	4.2	29.8	-5.86	0.6	1.4	0	0	0.2	12.6	0	0	5.2	29.8	0.6	-0.6	-19	0	1.6	14.4	0	0	0	0	-1.4	-25.6	0	0	0.6	0.6	-2	-0.6	0.2	9.6	0	8
4.4	5.4	30	12.84	0	0.8	0	0	1.6	17.2	0.4	0	4.4	30	0	-1.6	-36.4	0	1.6	5.2	0	0	0	0	-0.8	-24.6	0	0	0.4	0.4	-1.2	-0.2	0.2	9.4	0	-1
4.4	5.2	43.2	59.06	-0.2	0.4	0	0	7.2	58.4	0.6	0	4.4	43.2	-0.2	-1.6	-44	0	1.2	11.6	0.2	0	0	0	-0.4	-5.8	0	0	1	1	-0.8	0.2	-0.8	-25.2	0	27
5.4	7.4	53.4	39.78	-0.6	0.4	0	0	6.8	57.2	0.6	0	5.4	53.4	-0.6	-0.6	-20.8	0	2	13	0.2	0	0	0	-0.4	0.6	0	0	0.6	0.4	-0.2	0.4	-1.4	-52.8	0	-16
8	10.2	103.6	78.72	0	-0.2	0	0	9.4	68.6	0.8	0	8	103.6	0	-1	-26.2	0	2.8	17.8	0.2	0	0	0	0.2	8.4	0	0	1.4	1.2	0.6	0.4	-2.8	-109	0	31
7.2	11.4	82.4	83.92	0.2	-0.8	0	0	8.2	70.4	0.6	0	7.2	82.4	0.2	-1.4	-5.2	0	2	22.2	0.2	0	0	0	0.8	22.8	0	0	1.4	1.2	1	0.8	-2.4	-101.2	0	14
4.4	9.4	61.8	82.78	0.2	0.4	0	0	3.2	31.8	-0.4	0	4.4	61.8	0.2	0	16.6	0	1.8	25.8	0.2	0	0	0	-0.4	14.4	0	0	0.4	0.2	0.8	0.4	-1.8	-80.4	0	-42
3.8	11.4	41.6	7.22000000000001	0	1.2	0	0	-1.6	13.8	-0.4	0	3.8	41.6	0	1	41.6	0	1.6	10.6	0	0	0	0	-1.2	-4.4	0	0	-0.4	-0.6	-0.2	-0.2	-1	-68	0.2	-10
3	8.8	41.8	23.1	0.4	1.6	0	0	-3.4	-12.2	-0.6	0	3	41.8	0.4	0.4	30.4	0	1.4	15.6	0	0	0	0	-1.6	-20.8	0	0	-0.6	-0.6	-0.2	-0.2	-1.2	-81.4	0.2	-17
0.8	9	0.4	-12.3	0	1.6	0	0	-9.8	-43.8	-1	0	0.8	0.4	0	1.4	25.4	-0.2	1.4	3	-0.2	0	0	0	-1.6	-15	0	0	-1.8	-1.8	-0.4	-0.4	0.4	-15.8	0.2	-14
-0.8	5.4	6.6	-23.32	0.2	2	0	0	-10.2	-57	-1.4	0	-0.8	6.6	0.2	1.4	-5	-0.2	1.2	1	-0.2	0	0	0	-2	-21.6	0	0	-1.8	-2	-0.2	-0.4	0.2	-19.6	0.2	8
1.8	6.4	37	-10.42	1	1.4	0	0	-1.8	-22.2	-0.4	0	1.8	37	1	0.4	-25.2	-0.2	1	-4.2	-0.2	0	0	0	-1.4	-11.6	0	0	0	-0.2	-0.4	-0.6	-0.2	-49.8	0.2	18
0.6	0	27.8	14.16	1.4	1	0	0	4.4	2.6	0	0	0.6	27.8	1.4	-0.4	-48	-0.2	0.8	2	-0.2	0	0	0	-1	-10.4	0	0	0.8	0.6	-0.2	-0.8	-0.4	-35.6	0	15
2.6	2.8	65	-17.58	1	1	0	0	10	32.2	0	0	2.6	65	1	0	-67.4	-0.4	0	-13.2	-0.2	0	0	0	-1	-31.8	0	0	0.4	0.2	0	-0.6	-0.2	-19.6	0	-28
4.8	0.2	76	-2.51999999999999	1.2	0.8	0	0	10.6	9.8	-0.2	0	4.8	76	1.2	0.2	-37.4	-0.2	-0.8	-6.4	0	0	0	0	-0.8	-28	0	0	0.8	0.6	-0.8	-1.4	-0.4	-30	0	-12
3	-2.4	41	-4.45999999999999	0.4	0.6	0	0	9.4	17.8	0.4	0	3	41	0.4	0.4	-33.6	-0.2	-0.6	-6	0	0	0	0	-0.6	-16	0	0	0.4	0.4	-1	-1.4	-0.4	-25	0	0
4.8	-0.2	58.2	-24.06	0.4	0.2	0	0	3.2	-10.2	-0.2	0	4.8	58.2	0.4	0.6	-17.4	-0.2	-0.2	-8	0	0	0	0	-0.2	-17.6	0	0	0	0	-0.6	-1.2	-0.6	-18.2	0	7
7.8	7.4	92.8	19.4	0.4	0.4	0	0	-4.6	-36	-0.4	0	5.8	62.8	0.2	1.4	7.2	-0.2	0	-9.6	0	0	0	0	-0.2	-16.2	0	0	-0.8	-0.8	-0.6	-1	-0.2	-6.6	0	-10
5	3	56.6	44.52	0.8	-0.2	0	0	-4.6	-33.4	-0.2	0	3	26.6	0.6	0.6	13.2	0	0.6	0.2	0	0	0	0	0.4	14.2	0	0	0	0	-1	-1	0	-8.2	0	0
3	4.2	49.2	24.62	1	0.4	0	0	-2.8	-5.8	-0.4	0	1	19.2	0.8	0	-13.8	0	0.2	-7	0	0	0	0	-0.2	0	0	0	0	0	-0.8	-0.6	-0.4	-22.8	0	-6
8	12	81.4	21.38	1.2	0.8	0	0	-4.6	-33.6	-1	0	6	51.4	1	0.6	9.4	0	0	-7.4	0	0	0	0	-0.6	-12.2	0	0	-0.4	-0.4	-1.4	-0.6	0.2	0	0	-14
8.4	12.4	77.2	40.26	0.8	1.6	0	0	-7	-18.6	-0.8	0	6.4	47.2	0.6	1	-3.8	0	-1.2	-28.2	0	0	0	0	-1.4	-20.4	0	0	-0.6	-0.6	-2.6	-1.4	1	36.6	0	-12
7.4	10.4	67.6	-1.99999999999999	0.8	1.4	0	0	-3.2	-4.4	-0.8	0	8.2	54.4	0.6	0.8	-5.8	0	-1.4	-24.4	0	0	0	0	-1.2	-18.2	0	0	-0.4	-0.2	-1.8	-1.4	0.4	10	0	3
5.2	7.6	69.2	51.14	0.8	1	0	0	-4.8	4.6	-0.2	0	6	56	0.6	0.6	-12.6	0	-1.4	-27.6	0	0	0	0	-0.8	-13.2	0	0	0.2	0.4	-1.6	-1.4	0.4	19.4	0	21
5.4	5	64.2	72.74	0.4	0.8	0	0	-3.8	2.8	0.2	0	6.2	51	0.2	0.6	-8.2	0	-1	-19	0	0	0	0	-0.6	-6	0	0	0.4	0.6	-1.4	-1	0.4	16.6	0	1
2.8	-0.6	61.4	89.96	0.6	0.4	0	0	1	28.2	0.6	0	3.6	48.2	0.4	0.4	-13	0	-1.2	-17.4	0	0	0	0	-0.2	1	0	0	1	1.2	-0.8	-1	0	5.8	0	9
0.4	-3.6	13.6	78.68	0.8	-0.8	0	0	10	52.6	0.6	0	1.8	2.4	0.6	-0.2	-18.2	0	-0.6	3.8	0	0	0	0	1	20	0	0	1	1.4	-0.2	-0.4	0	-1	0	3
-1.8	-6.2	-6.8	66.68	0.4	-0.6	0	0	9.4	39.2	0.6	0	-1.2	-4.8	0.4	-0.6	-26.8	0	-0.8	7	0	0	0	0	0.6	11.8	0	0	1	1.2	-0.4	-0.2	0	2.8	0	0
3	0.4	33.4	-1.97999999999998	0.4	-0.6	0	0	8.6	8.8	-0.2	0	3.6	35.4	0.4	-0.6	-23.6	0	0.2	13.2	0	0	0	0	0.6	5.8	0	0	0.2	0.4	0.4	0.6	-0.4	-20.4	0	5
3	0	26.8	19.84	0.4	-1.8	0	0	8.4	4.4	0	0	3.6	28.8	0.4	-1.2	-38.8	0	0.4	14.4	0	0	0	0	1.8	26.6	0	0	0.2	0.4	1.2	1.2	0	0.8	0	16
5	4.6	37.4	1.94000000000002	0.6	-1.2	0	0	4.6	-6.8	-0.8	0	5.6	39.4	0.6	-1	-50.2	0	0.6	11.2	0	0	0	0	1.2	18.2	0	0	-0.4	-0.2	1	1	0	-6.6	0	-17
6.4	6.4	81.8	-0.779999999999983	0	-0.6	0	0	-1.8	-35.2	-0.2	0	6.4	81.8	0	-0.2	-38.4	0	1.2	18.2	0	0	0	0	0.6	9	0	0	-0.2	-0.4	1.4	1.4	-1.2	-56.2	0	4
8.4	9.4	103.4	4.12000000000002	0	-0.4	0	0	-8.6	-67.4	-0.4	0	8.4	103.4	0	0.2	-23.8	0	1.2	11	0	0	0	0	0.4	10.8	0	0	-0.4	-0.6	1	1.4	-1	-46.8	0	-7
10.6	12.2	111.2	23.5	0.2	0.4	0	0	-9.4	-80.4	-0.4	0	10.6	111.2	0.2	0.8	-13.8	0	1.4	7.4	0	0	0	0	-0.4	6	0	0	-0.4	-0.6	0.4	0.6	-1.2	-57	0	-7
11	12	118.4	-11.26	0.4	0.8	0	0	-4.4	-51.2	-0.6	0	11	118.4	0.4	0.8	-10	0	1.4	12.2	0	0	0	0	-0.8	-14.2	0	0	-0.4	-0.6	0.2	0.4	-1.6	-74.6	0	13
9.4	9.4	120	-6.31999999999998	0.2	1	0	0	-3.2	-66.4	0.2	0	9.4	120	0.2	-0.4	-4.4	0	1.6	15.8	0	0	0	0	-1	-16.4	0	0	0.4	0.2	0.4	0.8	-2.2	-85.6	0	17
8.4	8.4	82	-15.28	0.2	1.2	0	0	-0.8	-50.6	-0.2	0	8.4	82	0.2	-0.6	11	0	1.4	11.6	0	0	0	0	-1.2	-21.4	0	0	0	-0.2	0.6	0.6	-2.2	-82.6	0	-6
6.8	5.6	43	-17.86	0.2	1	0	0	3	-29	0	0	6.8	43	0.2	-0.4	13	0	1.2	19.8	0	0	0	0	-1	-24	0	0	0.2	0	0	0	-0.8	-34.4	0	-9
3.8	0.2	24.4	-8.07999999999998	0.2	0.6	0	0	8.4	12.8	0.6	0	3.8	24.4	0.2	-1.4	-1.2	0	0.4	21.6	0	0	0	0	-0.6	-20.2	0	0	1	0.8	0	0	-0.2	-6.2	0	21
3.8	1.8	19.6	2.36000000000002	0.4	1	0	0	4.4	0.4	0.4	0	3.8	19.6	0.4	-0.6	17	0	0.6	15.8	0	0	0	0	-1	-20.8	0	0	1	0.8	-0.4	-0.6	0	-0.4	0	4
3	0	14	15.98	0.4	0.2	0	0	3.4	24.2	0.2	0	3	14	0.4	0.2	-8	0	0.2	4.8	0	0.2	0	0	-0.2	-10.8	0	0	0.8	0.6	-0.8	-1	1.6	37.4	0.2	4
1.6	-2.4	20.8	35.02	1.2	-0.6	0	0	3.8	26	0.4	0	1.6	20.8	1.2	-0.6	-27.6	0	-0.2	6.4	0	0.2	0	0	0.6	-4.6	0	0	1.8	1.8	-1	-0.8	2.2	63.6	0.2	31
2.8	-0.4	55.6	50.4	1.6	-0.4	0	0	2.4	27	0	0	2.8	55.6	1.6	-0.6	-26.4	0	0.2	-0.2	0	0.2	0	0	0.4	0.8	0	0	1.8	1.8	-0.4	-0.6	0.8	12.8	0.2	-6
3.2	2.2	46.2	30.66	1.4	0.2	0	0	-5	-0.6	-0.4	0	3.2	46.2	1.4	0.2	-8.2	0	0.6	0	0	0.2	0	0	-0.2	-7.4	0	0	1.2	1.2	-0.6	-0.6	0.8	11	0.2	0
1.4	-0.8	15.2	24.5	1.2	0.4	0	0	-1.4	16.2	-0.2	0	1.4	15.2	1.2	-0.4	-30.2	0	0.4	-3.2	0	0.2	0	0	-0.4	-6.8	0	0	1	1	-0.4	-0.2	1	18.2	0.2	3
4.8	4.8	17.6	7.04000000000003	1.2	1.2	0	0	-4.4	-2.4	-0.2	0	4.8	17.6	1.2	-0.2	3	0	1.4	7.2	0	0	0	0	-1.2	-23.6	0	0	0.6	0.8	-0.6	-0.6	-0.2	-11.4	0	-10
4.2	4.4	2	0.880000000000029	0.6	1.4	0	0	-0.2	3.8	0	0	4.2	2	0.6	0	1	0	1.4	2.2	0	0	0	0	-1.4	-23	0	0	0.2	0.4	-0.4	-0.4	0.2	-8.8	0	20
3.4	2.6	-6.6	12.12	0.2	1.6	0	0	2.8	10.2	0.4	0	3.4	-6.6	0.2	-0.8	-9.8	0	1.6	4.4	0	0	0	0	-1.6	-30.2	0	0	0.2	0.4	-0.4	0.2	-0.2	-26.6	0	3
1.4	-2.8	-30.4	-1.75999999999998	-0.4	1.2	0	0	6.6	3.8	1	0	1.4	-30.4	-0.4	-0.2	-2.4	0.2	1.2	1.4	0	1	0	0	-1.2	-24.8	0	0	0.4	0.6	-0.6	-0.4	0	-23	0	-2
3.4	3.4	12.8	-16.42	-0.6	1.6	0	0	-5.2	-45.2	0.8	0	3.4	12.8	-0.6	1.2	22	0	1	3.2	0	1	0	0	-1.6	-31.2	0	0	0	0.2	-1	-1	0.2	-17.4	0	-20
4.4	4.6	33.2	-8.25999999999998	-0.6	1.2	0	0	-2.6	-26.4	0.6	0	4.4	33.2	-0.6	1	9	0	0.8	7.2	0	1	0	0	-1.2	-21.8	0	0	0	0	0	-0.2	-0.6	-49.6	0	-4
7.4	8.6	87.2	32.44	-0.2	1.6	0	0	-4.4	-17.4	0.8	0	7.4	87.2	-0.2	0.6	-0.4	0	2	17	0	1	0	0	-1.6	-25	0	0	0.6	0.6	-0.4	-0.4	-1.4	-69	0	40
7.2	12.4	39.6	4.16000000000002	-0.6	0.8	0	0	-8.6	-30.8	0.8	0	7.2	39.6	-0.6	1.4	6.2	0	1	8.2	0	1	0	0	-0.8	-16	0	0	0.2	0.2	-0.4	-0.6	0	-5.4	0	-14
7.8	15.2	53	43	0.2	0.2	0	0	-9.2	-10.2	0.4	0	7.8	53	0.2	0.6	-13.8	-0.2	0.8	9.8	0	0	0	0	-0.2	-7.2	0	0	0.4	0.4	-0.2	0	-0.4	-16.6	0	14
4	5.4	21	59.76	0	-0.4	0	0	1.2	31.8	0.8	0	4	21	0	-0.6	-32.2	0	1.2	7.6	0	0	0	0	0.4	1.8	0	0	1	1	0.2	0.6	-1.4	-40	0	10
0.2	2	-23.2	38	-0.2	0.4	0	0	-1	20	0.8	0	0.2	-23.2	-0.2	0	-2.6	0	0.2	8.4	0	0	0	0	-0.4	-16.2	0	0	0.8	0.8	-0.8	-0.2	-0.6	-9	-0.2	-23
-2.4	-0.2	-88.4	-59.7	-0.8	0.2	0	0	-5	-8	-0.2	0	-2.4	-88.4	-0.8	1.2	27	0	-0.8	-3.6	0	0	0	0	-0.2	-16.6	0	0	-0.8	-0.8	-0.4	-0.2	0.2	27.8	-0.2	-18
-4.2	-4.8	-71.4	-44.82	-0.8	0.4	0	0	-4	2.6	-0.4	0	-4.2	-71.4	-0.8	1.2	24.2	0	-1.2	-11.6	0	0	0	0	-0.4	-17.8	0	0	-1.2	-1.2	-0.6	-0.4	0.2	23.4	-0.2	-25
-1.4	-0.8	-47.6	-73.58	-1	1.4	-0.2	0	-5.8	-0.2	-0.8	0	-1.4	-47.6	-1	1.6	38	0	-0.6	-14.8	0	0	0	0	-1.4	-28.8	0	0	-2	-2	-0.4	-0.2	-0.2	11.2	-0.2	-11
1.8	7.2	-12.6	-67.58	-0.8	1.6	-0.2	0	-13.6	-36	-1.2	0	1.8	-12.6	-0.8	1.8	49.2	0	-1	-10.2	0	0	0	0	-1.6	-29.8	0	0	-2	-2.2	0	-0.2	1.6	71.4	-0.2	-2
0	2.4	-11	-32.12	-0.2	0.2	-0.2	0	-4.8	-1.6	-1	0	0	-11	-0.2	0	-0.2	0	-0.8	-5.6	0.2	0	0	0	-0.2	0	0	0	-1	-1.2	0.8	0.8	1.6	72.8	0	27
0.2	2.2	27.2	39.02	0	0	-0.2	0	-3.4	-0.8	-0.4	0	0.2	27.2	0	-0.4	-9	0	-1.2	1.4	0.2	0	0	0	0	10.2	0	0	-0.2	-0.4	0.2	0.2	1.6	52.2	0.2	1
-0.6	-2.2	28.6	43.44	0.2	-0.2	-0.2	0	1.2	14.4	0	0	-0.6	28.6	0.2	-1.2	-22.6	0	0	15	0.2	0	0	0	0.2	13.2	0	0	1	0.8	0.6	0.4	0.6	13	0.2	14
-2.8	-5.8	3.8	66.66	0.2	-0.8	0	0	2.8	11.4	0.4	0	-2.8	3.8	0.2	-1	-25	0	-0.6	13.4	0.2	0	0	0	0.8	18.2	0	0	1.4	1.2	0.2	-0.4	1.4	44.4	0.4	-9
-1	-3.8	18	49.58	0	-0.2	0	0	6.2	23.4	0.4	0	-1	18	0	-0.6	-12.4	0	0.8	16.8	0.2	0	0	0	0.2	16	0	0	0.8	0.8	0	-0.6	-0.6	-32.6	0.2	-14
-0.8	-2.8	28.8	32.94	0	0.2	0	0	0.4	-9.6	0.6	0	-0.8	28.8	0	0.4	8	0	1.6	20.8	0	0	0	0	-0.2	15.4	0	0	0.6	0.6	0	-1	-1	-41.4	0	14
0.2	0.4	22.2	4.00000000000002	-0.2	0.8	0	0	-2	-12.8	0.4	0	0.2	22.2	-0.2	0.8	7	0	2.4	26	0	0	0	0	-0.8	7	0	0	0	0	0.4	-0.4	-1.6	-53	-0.2	-11
2	5	42.2	-28.34	0.2	1.4	0	0	-1.4	-5.2	0.6	0	2	42.2	0.2	0.4	-6	0	3	30.8	0	0	0	0	-1.4	2.2	0	0	0.4	0.4	0.4	-0.4	-2.2	-67.6	-0.2	28
3.8	7.4	74.4	-12.96	0.2	1.8	0	0	-7	-41	0	0	3.8	74.4	0.2	0.4	7.6	0	2.8	16	0	0	0	0	-1.8	-13.8	0	0	0	0	0.8	0.2	-2.6	-75.2	-0.4	-14
1	3.6	48.2	-8.59999999999997	0.4	1.2	0	0	-8	-33.2	0	0	1	48.2	0.4	0.2	9.6	0	1.2	19.2	0	0	0	0	-1.2	-18.2	0	0	0.4	0.2	1.4	0.4	-2	-46.6	-0.2	-3
4.4	8.2	59.4	-3.41999999999997	0.2	1.4	0	0	-10	-43.4	-0.6	0	4.4	59.4	0.2	0.6	16.2	0	0.4	5	0	0	0	0	-1.4	-21.8	0	0	-0.2	-0.4	1	0.4	-1.2	-16.6	0.2	-7
3	4.2	43.6	-12.74	0.4	1.4	0	0	-7.6	-43	-0.6	0	3	43.6	0.4	0.2	13.8	0	0.4	-8.6	0	0	0	0	-1.4	-25.2	0	0	0.6	0.2	0.8	0.4	-1	-5.6	0.2	11
3.6	3.4	64.8	45.82	0.6	0.8	0	0	-4.6	-50.8	-0.8	0	3.6	64.8	0.6	0.4	25.4	0	0.8	10.2	0.2	0	0	0	-0.8	-20.6	0	0	0.4	0	1	0.6	-1	-20.2	0.2	30
2.8	-0.2	56.4	20.42	0.6	0.4	0	0	4.4	-0.6	-0.2	0	2.8	56.4	0.6	-0.2	2.4	0	0.6	22.6	0.2	0	0	0	-0.4	-2.2	0	0	1	0.6	1	1	-1.2	-42.4	0.2	15
0.8	-2.4	18.4	11.36	0.2	0.2	0	0	8	28.8	0.4	0	0.8	18.4	0.2	-0.4	-16.6	0	1.6	17.6	0.2	0	0	0	-0.2	6	0	0	1	0.8	0.4	0.6	-1.2	-48.8	0.2	-3
-0.2	-1	3	-11.04	-0.2	0.8	0	0	6	36.6	0.6	0	-0.2	3	-0.2	-0.4	-14	0	2.4	28.6	0.2	0	0	0	-0.8	-14.8	0	0	0.8	0.4	0.8	0.6	-1.6	-45	0	-20
-2.4	-6.2	-22	-3.05999999999997	-0.6	0.6	0	0	10.2	86.2	1	0	-2.4	-22	-0.6	-0.4	-24.2	0	2	32.6	0.2	0	0	0	-0.6	-12.8	0	0	0.6	0.2	1.2	0.6	-1.6	-54.2	0	4
-3	-5	-62.6	-50.94	-1.4	1	0	0	4	69.4	0.8	0	-2.8	-60.8	-1.4	0.2	-11.4	0	0.4	10.6	0	0	0	0	-1	-14.4	0	0	-0.2	-0.4	1	0.6	-0.8	-13.8	0	-4
-4.4	-2.4	-88.2	-59.3	-1.6	1.4	0	0	-0.8	60.2	0.6	0	-4.2	-86.4	-1.6	0.6	-4.6	0	-0.4	17.4	0	0	0	0	-1.4	-23.8	0	0	-0.6	-0.8	0.6	0.2	-0.4	-0.2	0	-7
-2.8	-4.8	-52.8	-27.08	-0.8	1	0	0	1.8	54.4	0.4	0	-2.6	-51	-0.8	0	-6	0	0	14.6	0	0	0	0	-1	-8.4	0	0	0	-0.2	0.6	0.4	-0.8	-24.8	0	21
-4	-11	-68.8	-37.9	-0.6	0.2	0	0	6.8	84.6	0.8	0	-3.8	-67	-0.6	-1	-24	0	-0.8	-2.4	0	0	0	0	-0.2	1.6	0	0	0.6	0.6	0.6	0.6	-0.6	-50.6	0	10
-0.2	-2.6	-27	-36.58	-0.4	0.6	0	0	2.2	47.4	0.4	0	0	-25.2	-0.4	-0.6	-11	0	-1.4	-10	0	0	0	0	-0.6	-16	0	0	0.2	0.4	-0.4	0	-0.4	-38	0	-13
-0.2	-3.4	-8.4	-3.13999999999997	0	0.2	0	0	5.6	80.2	0.6	0	-0.2	-8.4	0	-0.6	-26.2	-0.2	-0.6	-11.6	0	0	0	0	-0.2	-16	0	0	0.4	0.4	0	0	-0.8	-55	0	3
1	-2	16.6	22.5	0.4	0	0	0	4.6	54.2	0.2	0	1	16.6	0.4	-0.6	-29.6	-0.2	0.6	-19.4	0	0	0	0	0	-10.2	0	0	0.4	0.4	0	0	-0.6	-41.6	0	-7
2.8	4.6	13.4	0.100000000000032	0.2	0.8	0	0	1.6	46.2	-0.2	0	2.8	13.4	0.2	0	-18.8	-0.2	0	-18.2	0	0	0	0	-0.8	-32.4	0	0	-0.2	-0.2	-0.4	-0.2	-0.2	-26.4	0	-3
1	3.2	-5.2	26.24	0.4	0.2	0	0	2.2	28	-0.2	0	1	-5.2	0.4	0.2	-19	-0.2	0	3.4	0	0	0	0	-0.2	-31	0	0	0.2	0.2	-0.8	-0.6	0.4	8.2	0	16
2.6	7.2	9.8	23.7	0.6	0	0	0	-3.6	4.2	-0.4	0	2.6	9.8	0.6	0	-21.8	-0.2	0.8	13	0	0	0	0	0	-19.4	0	0	0.2	0.2	-0.8	-0.2	0	-12.8	0	-7
1	7.6	-35	-19.06	0.4	0.2	0	0	-2.8	-0.6	-0.2	0	1	-35	0.4	0.2	-11.2	0	0.4	11.4	0	0	0	0	-0.2	-19.4	0	0	0.2	0.2	-1.4	-0.6	0.2	-9.6	0.2	-3
-0.8	3.2	-54.8	-42.92	-0.2	0.2	0	0	-1.4	18.2	0.4	0	-0.8	-54.8	-0.2	0.2	-4.4	0	1.2	19	0	0	0	0	-0.2	-10.2	0	0	0.4	0.4	-0.8	-0.6	-0.6	-46	0.2	-6
-3.4	-0.8	-85	-55.34	-0.8	0	0	0	-0.6	8.2	1	0	-3.4	-85	-0.8	0.4	7.6	0.2	0.2	7.8	0	0	0	0	0	-10.2	0	0	0.4	0.4	-0.6	-0.6	0	-9.8	0.2	-3
-2.2	4.2	-67.6	-73.38	-1.6	1.4	0	0	-7.4	-22.8	1	0	-2.2	-67.6	-1.6	1.4	26.4	0.2	-0.2	-8.8	0	0	0	0	-1.4	-4	0	0	-0.6	-0.6	-0.4	-0.6	-0.2	-21	0.2	-17
-3.4	-1.4	-81.4	-51.42	-1.6	1.6	0	0	-1	-7.2	1.2	0	-3.4	-81.4	-1.6	1.2	20.8	0.2	0.4	2.8	0	0	0	0	-1.6	1	0	0	-0.4	-0.4	0.4	-0.4	-0.4	-21.8	0.2	3
-2.2	-2	-50	-41.2	-1.8	1.8	0	0	-5.4	-33	1	0	-2.2	-50	-1.8	1	22	0.2	0.2	5.2	0	0	0	0	-1.8	0	0	0	-0.4	-0.6	0.8	-0.2	-0.4	-23.8	0	-8
-1.2	1.2	-60.2	-50.22	-1.4	2.4	0	0	-9.4	-53	0.6	0	-1.2	-60.2	-1.4	1.2	16.8	0.2	-0.4	5.4	0	0	0	0	-2.4	-14	0	0	-0.4	-0.8	0.2	-0.4	0	3.4	0	-9
4	7.2	-0.6	-34.08	-0.8	2.4	0	0	-11.4	-55	-0.2	0	4	-0.6	-0.8	1.4	10	0	0	11.6	0	0	0	0	-2.4	-26	0	0	-0.8	-1.2	0.4	0	-0.4	-17.6	0	-11
6.8	7.8	34	-18.6	-0.4	1.6	0	0	-4.2	-13	0.2	0	6.8	34	-0.4	0.8	4.4	0	1.4	16.8	0	0	0	0	-1.6	-28.2	0	0	0	-0.6	0.2	0	-1.2	-47.2	0.2	5
8.4	11.2	63.2	-21.9	0	1.2	0	0	-6.4	-28.4	-0.4	0	8.4	63.2	0	0.2	-7	0	0.2	2.8	0	0	0	0	-1.2	-28	0	0	-0.2	-0.8	0.4	0.2	-0.6	-22.6	0.2	-1
9.4	12.6	55.4	-5.35999999999997	0	0.8	0	0	-2.8	-35.4	-0.4	0	9.4	55.4	0	0.8	13.8	0.2	1	8	0	0	0	0	-0.8	-27	0	0	-0.4	-0.8	0	0	-0.4	-2.4	0.2	-10
11.6	13.6	83.8	-17.2	-0.2	0.2	0	0	0.8	-13.8	0	0	11.6	83.8	-0.2	0.4	26.6	0.2	1	4.8	0	0	0	0	-0.2	-28.4	0	0	-0.4	-0.8	0.2	0.2	-0.2	-3.2	0.2	-6
10.2	10	52.6	-2.43999999999997	-0.4	-1	0	0	5.2	-6.4	0.6	0	10.2	52.6	-0.4	-0.8	7.2	0.2	1.2	7.8	0	0	0	0	1	-1.6	0	0	0.2	-0.2	0.6	0.6	0.2	15.4	0.2	16
7.4	8.8	34.6	-4.29999999999996	-0.2	-0.6	0	0	0.4	-10.2	0	0	7.4	34.6	-0.2	-1	-6.8	0.2	0	0.2	0	0	0	0	0.6	-14.4	0	0	-0.2	-0.4	1	1	0.2	20	0	3
8.4	11.2	47	-11.76	-0.4	-0.4	0	0	-1.2	-5.4	0.4	0	8.4	47	-0.4	0.2	17.8	0.2	0.4	-3	0	0	0	0	0.4	-17.8	0	0	0	-0.2	0.4	0.4	-0.2	5	0	-3
8.2	12	51	-32	-0.4	0	0	0	-4.2	5.6	0.2	0	8.2	51	-0.4	0	5	0	-0.2	-9	0	0	0	0	0	-15.4	0	0	-0.2	-0.4	0.6	0.6	0	9.2	0	-14
9.4	12.8	64.4	22.06	0	0	0	0	-6.8	-11.8	-0.6	0	9.4	64.4	0	0	-20	0	0.4	10.6	0.2	0	0	0	0	-3.2	0	0	-0.4	-0.4	1.2	1	-0.4	-7.8	0	-1
7.4	12.4	86.4	34.04	0.2	1.2	0	0	-7.2	-16	-0.8	0	7.4	86.4	0.2	0.8	-6	0	0.4	-2.6	0.2	0	0	0	-1.2	-10.8	0	0	-0.4	-0.4	0.6	0.6	-1.2	-38.4	0	12
8.2	11	57.6	55.72	0.8	0	0	0	-4	-21.2	-1.2	0	8.2	57.6	0.8	1	9.8	0	0	-20.8	0.2	0	0	0	0	15	0	0	-0.2	-0.2	0	0.2	0.2	20.4	0	4
